title,price,region,property_size_sqm,bedrooms,bathrooms,furnishing,listing_by,user_id,is_owner,can_view_contacts,status,property_url,description,property_address,estate_name,condition,toilets,seller_or_agent_name,time_on_jiji
4bdrm Apartment in Kileleshwa for sale,25000000,"Nairobi, Kileleshwa",272,4,4,Unfurnished,,2237195,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-gtG5ZqarhFuG33wfqwGMW9dg.html,,"Nairobi, Kileleshwa, 2 hours ago",,Off-Plan,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
3bdrm Apartment in Nyali for sale,18000000,"Mombasa, Nyali",280,3,3,Unfurnished,,373045,False,True,active,/nyali/houses-apartments-for-sale/3bdrm-apartment-in-nyali-for-sale-dvASAWjPbv5p0WuMB4b8fCUE.html,,"Mombasa, Nyali, 2 hours ago",,Newly-Built,,FURAHA PROPERTIES,6 y 1 m on Jiji
3bdrm Apartment in Kilimani for sale,16500000,"Nairobi, Kilimani",92,3,2,Unfurnished,,5078665,False,True,active,/kilimani/houses-apartments-for-sale/3bdrm-apartment-in-kilimani-for-sale-xEUxxAMkPaSfUKK2j1tShjQK.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,,Clakson Property,2 y 2 m on Jiji
3bdrm Apartment in Kilimani for sale,12500000,"Nairobi, Kilimani",125,3,3,Unfurnished,,1787892,False,True,active,/kilimani/houses-apartments-for-sale/3bdrm-apartment-in-kilimani-for-sale-ifm2pqB7ncjugPAHbnMkdIVp.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,,Spacelux,6 y 1 m on Jiji
5bdrm House in Lakeview for sale,120000000,"Nakuru Town West, Lake View",700,5,4,Unfurnished,,1787892,False,True,active,/lake-view/houses-apartments-for-sale/5bdrm-house-in-lakeview-for-sale-cTGiFMAxQdozwybsjGP09nID.html,,"Nakuru, Nakuru Town West, Lake View / Nakuru Town West, 2 hours ago",,Fairly Used,4,Spacelux,6 y 1 m on Jiji
2bdrm Apartment in Kilimani for sale,8500000,"Nairobi, Kilimani",100,2,2,Unfurnished,,1787892,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-wcrb9bIuv0iZ7qA8ryvcK09E.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,,Spacelux,6 y 1 m on Jiji
"3bdrm Maisonette in Forest Hill, Kibiku for sale",15500000,"Ngong, Kibiku",215,3,4,Unfurnished,Agent,1936175,False,True,active,/kibiku/houses-apartments-for-sale/3bdrm-maisonette-in-forest-hill-kibiku-for-sale-d8b304f2grOf3EHEfSNX5SQf.html,,"Kajiado, Ngong, Kibiku, 2 hours ago",,Newly-Built,4,Letuya Loidoga,6 y 1 m on Jiji
"3bdrm House in Mwisho Wa Lami, Ukunda for sale",12000000,"Kwale, Ukunda",500,3,2,Unfurnished,Agent,2427576,False,True,active,/ukunda/houses-apartments-for-sale/3bdrm-house-in-mwisho-wa-lami-ukunda-for-sale-CcJndfndnBHNjE0AM5mA5pTV.html,,"Kwale, Ukunda, 2 hours ago",,Fairly Used,2,Palm N Sands,5 y 2 m on Jiji
"Furnished 4bdrm Apartment in Newvalley, Kitengela for sale",6900000,"Kajiado, Kitengela",200,4,2,Furnished,Agent,244661,False,True,active,/kitengela/houses-apartments-for-sale/furnished-4bdrm-apartment-in-newvalley-kitengela-for-sale-aFAYfOfWmnNVdIwkG4fBe4S5.html,,"Kajiado, Kitengela, 5 hours ago",,Newly-Built,2,Mapcad Properties,6 y 1 m on Jiji
3bdrm Bungalow in Kiserian for sale,6500000,"Kajiado, Kiserian",140,3,3,Unfurnished,,6172983,False,True,active,/kiserian/houses-apartments-for-sale/3bdrm-bungalow-in-kiserian-for-sale-aJ2fHM8N5x1jmHwmqTTEYJ9j.html,,"Kajiado, Kiserian, 2 hours ago",,Newly-Built,3,MK PROPERTIES,5 m on Jiji
"1bdrm Apartment in Grosvenor, Westlands for sale",8200000,"Nairobi, Westlands",57,1,1,Unfurnished,,1108755,False,True,active,/westlands/houses-apartments-for-sale/1bdrm-apartment-in-grosvenor-westlands-for-sale-4bCE9ut7gSaiPyEkNmsveLIM.html,,"Nairobi, Westlands, 2 hours ago",,Under construction,1,Craiova Realtors,6 y 1 m on Jiji
4bdrm Apartment in Kileleshwa for sale,28000000,"Nairobi, Kileleshwa",272,4,4,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-fwaOxqgONTNmjCtS5BbJvGYa.html,,"Nairobi, Kileleshwa, 2 hours ago",,Newly-Built,5,Craiova Realtors,6 y 1 m on Jiji
4bdrm Maisonette in South C for sale,20950000,"Nairobi, South C",155,4,3,Unfurnished,,1108755,False,True,active,/south-c/houses-apartments-for-sale/4bdrm-maisonette-in-south-c-for-sale-rJNElPblaou0d1XxxqYlhMBN.html,,"Nairobi, South C, 2 hours ago",,Newly-Built,,Craiova Realtors,6 y 1 m on Jiji
4bdrm Apartment in Kileleshwa for sale,24000000,"Nairobi, Kileleshwa",260,4,4,Unfurnished,,1108755,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-apartment-in-kileleshwa-for-sale-wvQiz77eNgDScdCwApJAo86Q.html,,"Nairobi, Kileleshwa, 2 hours ago",,Newly-Built,5,Craiova Realtors,6 y 1 m on Jiji
"4bdrm Bungalow in Ngong, Kibiku for sale",8500000,"Ngong, Kibiku",200,4,5,Unfurnished,,1233275,False,True,active,/kibiku/houses-apartments-for-sale/4bdrm-bungalow-in-ngong-kibiku-for-sale-ilVeKusM5wLucNOUG4dPrvaQ.html,,"Kajiado, Ngong, Kibiku, 2 hours ago",,Newly-Built,5,Michael Homeken,6 y 1 m on Jiji
"4bdrm Bungalow in Ongata Rongai, Nkoroi for sale",6500000,"Ongata Rongai, Nkoroi",160,4,4,Unfurnished,Agent,1233275,False,True,active,/nkoroi/houses-apartments-for-sale/4bdrm-bungalow-in-ongata-rongai-nkoroi-for-sale-i6HL8AediQcYvstWPnfjjfuP.html,,"Kajiado, Ongata Rongai, Nkoroi, 2 hours ago",,Newly-Built,4,Michael Homeken,6 y 1 m on Jiji
"4bdrm Bungalow in Ngong, Matasia for sale",8000000,"Ngong, Matasia",175,4,4,Unfurnished,Agent,1233275,False,True,active,/matasia/houses-apartments-for-sale/4bdrm-bungalow-in-ngong-matasia-for-sale-is2oywUC28WF3ghmOw4gR34K.html,,"Kajiado, Ngong, Matasia, 2 hours ago",,Newly-Built,4,Michael Homeken,6 y 1 m on Jiji
3bdrm Bungalow in Rimpa for sale,6100000,"Ongata Rongai, Rimpa",150,3,3,Unfurnished,Agent,1233275,False,True,active,/rimpa/houses-apartments-for-sale/3bdrm-bungalow-in-rimpa-for-sale-k2u4Dpqy1kKYlxcjAqt5w1cI.html,,"Kajiado, Ongata Rongai, Rimpa, 2 hours ago",,Newly-Built,3,Michael Homeken,6 y 1 m on Jiji
"3bdrm Bungalow in Matangi, Kiambu / Kiambu for sale",7500000,"Kiambu, Kiambu / Kiambu ",2800,3,3,Unfurnished,,2260468,False,True,active,/kiambu-kiambu/houses-apartments-for-sale/3bdrm-bungalow-in-matangi-kiambu-kiambu-for-sale-vboF1qAb3XMFUTyTjbOxdCWT.html,,"Kiambu, Kiambu / Kiambu , 2 hours ago",,Newly-Built,3,Bedan Kamau,5 y 5 m on Jiji
2bdrm Apartment in Syokimau for sale,8000000,"Machakos, Syokimau",110,2,2,Unfurnished,,1440182,False,True,active,/syokimau-mulolongo/houses-apartments-for-sale/2bdrm-apartment-in-syokimau-for-sale-3YhT44vd2DelrzIAEatGRbZ0.html,,"Machakos, Syokimau, 2 hours ago",,Under construction,,Leissure Homes Kenya,6 y 1 m on Jiji
4bdrm Apartment in Lavington for sale,28000000,"Nairobi, Lavington",246,4,5,Unfurnished,,1440182,False,True,active,/lavington/houses-apartments-for-sale/4bdrm-apartment-in-lavington-for-sale-a00NPAa0d7Ax2N9jPJnE1wU1.html,,"Nairobi, Lavington, 2 hours ago",,Newly-Built,,Leissure Homes Kenya,6 y 1 m on Jiji
2bdrm Apartment in Kilimani for sale,15900000,"Nairobi, Kilimani",129,2,3,Unfurnished,,1440182,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-m74lJz09f4GBOK3NftX8tc3n.html,,"Nairobi, Kilimani, 2 hours ago",,Newly-Built,2,Leissure Homes Kenya,6 y 1 m on Jiji
"3bdrm Apartment in Yaya, Kilimani for sale",11500000,"Nairobi, Kilimani",118,3,3,Unfurnished,Agent,4594030,False,True,active,/kilimani/houses-apartments-for-sale/3bdrm-apartment-in-yaya-kilimani-for-sale-3whhYxwBHFLrz88yMgGDBMNg.html,,"Nairobi, Kilimani, 2 hours ago",,Under construction,2,PATTO AGENT,2 y 9 m on Jiji
2bdrm Apartment in Kilimani for sale,8500000,"Nairobi, Kilimani",105,2,2,Unfurnished,,4594030,False,True,active,/kilimani/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-for-sale-jGkV6diZhs5hCZy4kcT5bUQA.html,,"Nairobi, Kilimani, 2 hours ago",,Under construction,,PATTO AGENT,2 y 9 m on Jiji
4bdrm Townhouse/Terrace in Runda for sale,40000000,"Nairobi, Runda",250,4,4,Unfurnished,,2035639,False,True,active,/karura/houses-apartments-for-sale/4bdrm-townhouse-terrace-in-runda-for-sale-pIGG2Z6wegzAAlSKYhSESlLj.html,,"Nairobi, Runda, 2 hours ago",,Fairly Used,5,Mimshakh Dunamis Global Ltd,5 y 10 m on Jiji
5bdrm Mansion in Runda for sale,130000000,"Nairobi, Runda",450,5,5,Unfurnished,Agent,2035639,False,True,active,/karura/houses-apartments-for-sale/5bdrm-mansion-in-runda-for-sale-a400Ar2vjHcoLatug33tzVuN.html,,"Nairobi, Runda, 2 hours ago",,Fairly Used,6,Mimshakh Dunamis Global Ltd,5 y 10 m on Jiji
Furnished 5bdrm Block of Flats in Kenyatta Road Estate for sale,35000000,"Juja, Kenyatta Road / Theta ",464,5,5,Furnished,Agent,2097158,False,True,active,/theta/houses-apartments-for-sale/furnished-5bdrm-block-of-flats-in-kenyatta-road-estate-for-sale-f6v2NpGgcmoBDI520cRw1ov8.html,,"Kiambu, Juja, Kenyatta Road / Theta , 2 hours ago",,Newly-Built,5,Chris Mwangi,5 y 8 m on Jiji
"Furnished 4bdrm Maisonette in Murema, Kenyatta Road / Theta  for sale",7500000,"Juja, Kenyatta Road / Theta ",2100,4,4,Furnished,,2487048,False,True,active,/theta/houses-apartments-for-sale/furnished-4bdrm-maisonette-in-murema-kenyatta-road-theta-for-sale-55ghruUb6Ie2NcqZfb0Mj90l.html,,"Kiambu, Juja, Kenyatta Road / Theta , 2 hours ago",,Fairly Used,,Miliki Investments properties,5 y 1 m on Jiji
4bdrm Maisonette in Valley Arcade for sale,40000000,"Lavington, Valley Arcade",216,4,4,Unfurnished,,1518131,False,True,active,/valley-arcade/houses-apartments-for-sale/4bdrm-maisonette-in-valley-arcade-for-sale-aYFH6wU1ake2a6kOLQ9NLuKG.html,,"Nairobi, Lavington, Valley Arcade, 5 hours ago",,Fairly Used,,Afriland Valuers Limited,6 y 1 m on Jiji
"2bdrm Apartment in Kyangombe ., Kitengela for sale",55000000,"Kajiado, Kitengela",1000,2,2,Unfurnished,Agent,3122869,False,True,active,/kitengela/houses-apartments-for-sale/2bdrm-apartment-in-kyangombe-kitengela-for-sale-igoRm3KqIFCNqXYQJehhEjMQ.html,,"Kajiado, Kitengela, 2 hours ago",,Uncompleted Building,2,LOYMAX PROPERTIES LTD,4 y 5 m on Jiji
6bdrm Mansion in Lavington Green for sale,135000000,"Nairobi, Lavington",1000,6,6,Unfurnished,,2163321,False,True,active,/lavington/houses-apartments-for-sale/6bdrm-mansion-in-lavington-green-for-sale-fwaOlA59gi75FEiBmfxUIWMy.html,,"Nairobi, Lavington, 2 hours ago",,Newly-Built,7,comfort,5 y 7 m on Jiji
3bdrm Apartment in Thome for sale,14500000,"Nairobi, Thome",134,3,2,Unfurnished,Agent,3195412,False,True,active,/thome/houses-apartments-for-sale/3bdrm-apartment-in-thome-for-sale-cUBWWvISZ1VYIzUqCLEjRlsr.html,,"Nairobi, Thome / Nairobi, 2 hours ago",,Fairly Used,2,Jayhenrys Holdings,4 y 4 m on Jiji
3bdrm Bungalow in Ruiru Mugutha Estate for sale,11000000,"Kiambu, Ruiru",900,3,3,Unfurnished,,2186758,False,True,active,/ruiru/houses-apartments-for-sale/3bdrm-bungalow-in-ruiru-mugutha-estate-for-sale-plHS5xDXXbdx4YRdXNYURKU1.html,,"Kiambu, Ruiru, 2 hours ago",,Newly-Built,2,Simon Mwangi,5 y 6 m on Jiji
6bdrm Townhouse/Terrace in Karen Hardly Kisembe for sale,65000000,"Nairobi, Karen",500,6,5,Unfurnished,,3213855,False,True,active,/karen/houses-apartments-for-sale/6bdrm-townhouse-terrace-in-karen-hardly-kisembe-for-sale-lgYuoaQP4UN3KHUiFFsBLWOr.html,,"Nairobi, Karen, 2 hours ago",,Newly-Built,,Greensleeve Property,4 y 4 m on Jiji
2bdrm House in Nakuru Town East for Sale,7800000,"Nakuru, Nakuru Town East",450,2,1,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/2bdrm-house-in-nakuru-town-east-for-sale-BU4ZmUwpkeF4IUB11zwtDbQS.html,,"Nakuru, Nakuru Town East, 2 hours ago",,Fairly Used,,David,6 y 1 m on Jiji
Furnished 3bdrm House in Malindi for sale,23000000,"Kilifi, Malindi",1012,3,3,Furnished,,4457362,False,True,active,/malindi/houses-apartments-for-sale/furnished-3bdrm-house-in-malindi-for-sale-fZNJGRDoKVrSjHkgUjQMGS4x.html,,"Kilifi, Malindi, 2 hours ago",,Fairly Used,,Dalmas Yura,2 y 11 m on Jiji
"1bdrm House in Bahati Center, Nakuru Town East for sale",2500000,"Nakuru, Nakuru Town East",460,1,1,Semi-Furnished,,1522253,False,True,active,/nakuru-east/houses-apartments-for-sale/1bdrm-house-in-bahati-center-nakuru-town-east-for-sale-zIB6FdEvEJ7SEKDxyG14B86O.html,,"Nakuru, Nakuru Town East, 2 hours ago",,Fairly Used,,David,6 y 1 m on Jiji
4bdrm Maisonette in Kileleshwa for sale,40000000,"Nairobi, Kileleshwa",260,4,3,Unfurnished,,5078665,False,True,active,/kileleshwa/houses-apartments-for-sale/4bdrm-maisonette-in-kileleshwa-for-sale-mW5mFhB8c5PSoFQRpJ83CCUq.html,,"Nairobi, Kileleshwa, 2 hours ago",,Renovated,,Clakson Property,2 y 2 m on Jiji
5bdrm Maisonette in Kimbo for Sale,14000000,"Ruiru, Kimbo",2500,5,5,Unfurnished,,2487048,False,True,active,/kimbo/houses-apartments-for-sale/5bdrm-maisonette-in-kimbo-for-sale-q3G0UUzWQ4I6om9ddskpJrNd.html,,"Kiambu, Ruiru, Kimbo, 2 hours ago",,Fairly Used,,Miliki Investments properties,5 y 1 m on Jiji
Furnished 4bdrm Maisonette in Joska Estate for sale,15000000,"Kamulu, Joska",3200,4,4,Furnished,Developer,2097158,False,True,active,/joska/houses-apartments-for-sale/furnished-4bdrm-maisonette-in-joska-estate-for-sale-hA9Ubm8EkmXATI2Dh0x1fkUS.html,,"Nairobi, Kamulu, Joska, 2 hours ago",,Newly-Built,4,Chris Mwangi,5 y 8 m on Jiji
1bdrm Block of Flats in Zimmerman Street for sale,151000000,"Nairobi, Zimmerman",465,1,1,Semi-Furnished,Developer,2097158,False,True,active,/zimmerman/houses-apartments-for-sale/1bdrm-block-of-flats-in-zimmerman-street-for-sale-BEXB0dJ3ykWtcb3bKdfJ45Te.html,,"Nairobi, Zimmerman, 2 hours ago",,Newly-Built,1,Chris Mwangi,5 y 8 m on Jiji
2bdrm Block of Flats in Ruaka Quickmart for sale,55000000,"Kiambu, Ruaka",3200,2,1,Semi-Furnished,,2097158,False,True,active,/ruaka-banana/houses-apartments-for-sale/2bdrm-block-of-flats-in-ruaka-quickmart-for-sale-14c4fVWjDi2XJydCwmFZzp1g.html,,"Kiambu, Ruaka, 2 hours ago",,Fairly Used,,Chris Mwangi,5 y 8 m on Jiji
4bdrm Apartment in Kilimani for sale,25600000,"Nairobi, Kilimani",230,4,5,Unfurnished,,1108755,False,True,active,/kilimani/houses-apartments-for-sale/4bdrm-apartment-in-kilimani-for-sale-yKiSMrNHAs4qUMVTMK36bdlD.html,,"Nairobi, Kilimani, 2 hours ago",,Under construction,5,Craiova Realtors,6 y 1 m on Jiji
2bdrm Apartment in Westlands for sale,12600000,"Nairobi, Westlands",90,2,2,Unfurnished,,1108755,False,True,active,/westlands/houses-apartments-for-sale/2bdrm-apartment-in-westlands-for-sale-3Q5AMMiWjVaPsJolEGZgpv5P.html,,"Nairobi, Westlands, 2 hours ago",,Under construction,,Craiova Realtors,6 y 1 m on Jiji
1bdrm Apartment in Kabete for sale,2930000,"Kiambu, Kabete",36,1,1,Unfurnished,,1108755,False,True,active,/kabete/houses-apartments-for-sale/1bdrm-apartment-in-kabete-for-sale-uUJWDGhbzvAtQ3RIav2InwFF.html,,"Kiambu, Kabete, 2 hours ago",,Under construction,1,Craiova Realtors,6 y 1 m on Jiji
4bdrm House in Membley Estate for sale,21500000,"Ruiru, Membley Estate",250,4,3,Unfurnished,Agent,3195412,False,True,active,/membley-estate/houses-apartments-for-sale/4bdrm-house-in-membley-estate-for-sale-uI5gIapmc5HvuriPpq1n4Vuj.html,,"Kiambu, Ruiru, Membley Estate, 2 hours ago",,Fairly Used,3,Jayhenrys Holdings,4 y 4 m on Jiji
"2bdrm Apartment in Westlands Estate, Raphta Road Area for Sale",13500000,"Westlands, Raphta Road Area",140,2,2,Unfurnished,,2237195,False,True,active,/raphta-road-area/houses-apartments-for-sale/2bdrm-apartment-in-westlands-estate-raphta-road-area-for-sale-xb3y1c4Q7nI5Ykrs1JQaggjI.html,,"Nairobi, Westlands, Raphta Road Area, 2 hours ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
"2bdrm Apartment in Kilimani, Hurlingham for Sale",11500000,"Kilimani, Hurlingham",124,2,2,Unfurnished,,2237195,False,True,active,/hurlingham/houses-apartments-for-sale/2bdrm-apartment-in-kilimani-hurlingham-for-sale-kF6zuYboym2chabl6X8Q2Ktg.html,,"Nairobi, Kilimani, Hurlingham, 2 hours ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
2bdrm Apartment in Kileleshwa Estate for Sale,13000000,"Nairobi, Kileleshwa",100,2,2,Unfurnished,,2237195,False,True,active,/kileleshwa/houses-apartments-for-sale/2bdrm-apartment-in-kileleshwa-estate-for-sale-BxNEOno0NjIraPoaLAjanTd.html,,"Nairobi, Kileleshwa, 2 hours ago",,Newly-Built,,SPLENDOR HOLDINGS,5 y 5 m on Jiji
5bdrm Maisonette in Nyali for Sale,42000000,"Mombasa, Nyali",4000,5,5,Unfurnished,,373045,False,True,active,/nyali/houses-apartments-for-sale/5bdrm-maisonette-in-nyali-for-sale-chQjoaRXNwz2QFef2iroUoCm.html,,"Mombasa, Nyali, 2 hours ago",,Fairly Used,,FURAHA PROPERTIES,6 y 1 m on Jiji
4bdrm Villa in Nyali for Sale,100000000,"Mombasa, Nyali",3500,4,3,Unfurnished,,1758750,False,True,active,/nyali/houses-apartments-for-sale/4bdrm-villa-in-nyali-for-sale-6qR1wDCVL5j3YiGLQJArMfhB.html,,"Mombasa, Nyali, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji
3bdrm Maisonette in Mtwapa for Sale,8000000,"Kilifi, Mtwapa",4000,3,2,Unfurnished,,1758750,False,True,active,/mtwapa/houses-apartments-for-sale/3bdrm-maisonette-in-mtwapa-for-sale-adwp8Twgu4ZENAMNKEAPem51.html,,"Kilifi, Mtwapa, 1 hour ago",,Fairly Used,,SAFI REEF HOMES,6 y 1 m on Jiji
4bdrm Bungalow in Kitengela for sale,9000000,"Kajiado, Kitengela",195,4,4,Unfurnished,Agent,1977193,False,True,active,/kitengela/houses-apartments-for-sale/4bdrm-bungalow-in-kitengela-for-sale-yqED7J5BgZF69uBi4zwgs0Am.html,,"Kajiado, Kitengela, 2 hours ago",,Newly-Built,,Property By Fridah,5 y 11 m on Jiji
"4bdrm Maisonette in Muigain, Kenyatta Road / Theta for sale",15000000,"Juja, Kenyatta Road / Theta ",186,4,4,Unfurnished,,2804062,False,True,active,/theta/houses-apartments-for-sale/4bdrm-maisonette-in-muigain-kenyatta-road-theta-for-sale-z4Y9ckGT4UISS533PO0LB3is.html,,"Kiambu, Juja, Kenyatta Road / Theta , 2 hours ago",,Newly-Built,5,jpert properties,4 y 9 m on Jiji
4bdrm Maisonette in Nkoroi Gated Estate for sale,11000000,"Ongata Rongai, Nkoroi",450,4,4,Unfurnished,,1901674,False,True,active,/nkoroi/houses-apartments-for-sale/4bdrm-maisonette-in-nkoroi-gated-estate-for-sale-3OG0ZP97euFeFiKn7uBLqiUA.html,,"Kajiado, Ongata Rongai, Nkoroi, 2 hours ago",,Newly-Built,,Homely Realtors,6 y 1 m on Jiji
"3bdrm Bungalow in Ngong, Memusi for sale",5300000,"Kajiado, Ngong",125,3,2,Unfurnished,,1901674,False,True,active,/ngong/houses-apartments-for-sale/3bdrm-bungalow-in-ngong-memusi-for-sale-snfXNp1yvrpg8DPvnOqeTmVo.html,,"Kajiado, Ngong, 2 hours ago",,Newly-Built,2,Homely Realtors,6 y 1 m on Jiji
"4bdrm Maisonette in Ongata Rongai, for sale",14000000,"Ongata Rongai, Kandisi",260,4,4,Unfurnished,,1901674,False,True,active,/kandisi/houses-apartments-for-sale/4bdrm-maisonette-in-ongata-rongai-for-sale-ni42tbc40lH7bjIoDqwVatuC.html,,"Kajiado, Ongata Rongai, Kandisi, 2 hours ago",,Newly-Built,4,Homely Realtors,6 y 1 m on Jiji
"5bdrm Maisonette in Ongata Rongai Tuala, Ole Kasasi for sale",14500000,"Ongata Rongai, Ole Kasasi",250,5,5,Unfurnished,,1901674,False,True,active,/ole-kasasi/houses-apartments-for-sale/5bdrm-maisonette-in-ongata-rongai-tuala-ole-kasasi-for-sale-s2Rg3C1lXRviUPQYhjiHepC2.html,,"Kajiado, Ongata Rongai, Ole Kasasi, 2 hours ago",,Fairly Used,5,Homely Realtors,6 y 1 m on Jiji
"3bdrm Maisonette in Quick Sale Deal, BuruBuru for sale",9900000,"Makadara, BuruBuru",2254,3,2,Unfurnished,,1955562,False,True,active,/buruburu/houses-apartments-for-sale/3bdrm-maisonette-in-quick-sale-deal-buruburu-for-sale-uOwEFORjkKOrOD6g20MLXun1.html,,"Nairobi, Makadara, BuruBuru, 5 hours ago",,Fairly Used,2,Big Biz,6 y on Jiji
1bdrm Apartment in Kilimani for Sale,5500000,"Nairobi, Kilimani",64,1,1,Semi-Furnished,,1967279,False,True,active,/kilimani/houses-apartments-for-sale/1bdrm-apartment-in-kilimani-for-sale-bjcytorwb29NugKl0P77lIMn.html,,"Nairobi, Kilimani, 5 hours ago",,Newly-Built,,Floh homes,6 y on Jiji
4bdrm Maisonette in New Kitisuru for sale,65000000,"Nairobi, Kitisuru",300,4,4,Unfurnished,,5306537,False,True,active,/kitisuru/houses-apartments-for-sale/4bdrm-maisonette-in-new-kitisuru-for-sale-zpNF5pho41k47gepKoneXx10.html,,"Nairobi, Kitisuru, 2 hours ago",,Fairly Used,,Tysons Limited,1 y 10 m on Jiji
6bdrm Villa in Cianda for sale,29900000,"Kiambaa, Cianda",711,6,7,Unfurnished,,5306537,False,True,active,/cianda/houses-apartments-for-sale/6bdrm-villa-in-cianda-for-sale-hEoNrejwnp8E7sPuNHTYHpNt.html,,"Kiambu, Kiambaa, Cianda, 2 hours ago",,Uncompleted Building,,Tysons Limited,1 y 10 m on Jiji
Studio Apartment in Westlands for sale,10000000,"Nairobi, Westlands",31,1,1,Unfurnished,Agent,4771796,False,True,active,/westlands/houses-apartments-for-sale/studio-apartment-in-westlands-for-sale-ijMHpfeEvbbnHWNFwobN8Bko.html,,"Nairobi, Westlands, 5 hours ago",,Newly-Built,1,Address Ally Real Estate,2 y 7 m on Jiji
4bdrm Maisonette in Ruiru for sale,15000000,"Kiambu, Ruiru",255,4,4,Unfurnished,Agent,4771796,False,True,active,/ruiru/houses-apartments-for-sale/4bdrm-maisonette-in-ruiru-for-sale-wCwkupTXrkyipu3UgW1NvfWD.html,,"Kiambu, Ruiru, 5 hours ago",,Under construction,4,Address Ally Real Estate,2 y 7 m on Jiji
2bdrm Apartment in Kitisuru for sale,8000000,"Nairobi, Kitisuru",76,2,2,Unfurnished,Agent,4771796,False,True,active,/kitisuru/houses-apartments-for-sale/2bdrm-apartment-in-kitisuru-for-sale-fZo1s7TbJCsSYASzY9qAeZjT.html,,"Nairobi, Kitisuru, 5 hours ago",,Under construction,2,Address Ally Real Estate,2 y 7 m on Jiji
"3bdrm Bungalow in Ngong, Ol Keri for sale",7100000,"Ngong, Ol Keri",170,3,3,Unfurnished,Agent,1233275,False,True,active,/ol-keri/houses-apartments-for-sale/3bdrm-bungalow-in-ngong-ol-keri-for-sale-2BJqph7WYVBmStTSZ967N7AZ.html,,"Kajiado, Ngong, Ol Keri, 2 hours ago",,Fairly Used,3,Michael Homeken,6 y 1 m on Jiji
"2bdrm Condo in Serenity Kings, Ongata Rongai for sale",3900000,"Kajiado, Ongata Rongai",93,2,2,Unfurnished,,1428976,False,True,active,/ongata-rongai/houses-apartments-for-sale/2bdrm-condo-in-serenity-kings-ongata-rongai-for-sale-r2vxLuJElgSKXO5AhOakQTWF.html,,"Kajiado, Ongata Rongai, 2 hours ago",,Newly-Built,,Array Real Estate ltd,6 y 1 m on Jiji
2bdrm Apartment in Kileleshwa for sale,9000000,"Nairobi, Kileleshwa",82,2,2,Unfurnished,,1440182,False,True,active,/kileleshwa/houses-apartments-for-sale/2bdrm-apartment-in-kileleshwa-for-sale-oCGDgf7JBvvTzNHcZckw6n1F.html,,"Nairobi, Kileleshwa, 2 hours ago",,Under construction,2,Leissure Homes Kenya,6 y 1 m on Jiji
Spacious 4bedroomed Bunglow With Dsq for Sale,15000000,"Embakasi, Avenue Park",151,4,3,Unfurnished,,2816937,False,True,active,/avenue-park/houses-apartments-for-sale/spacious-4bedroomed-bunglow-with-dsq-for-sale-m7i9P87cLrQpbQPXShj8epZS.html,,"Nairobi, Embakasi, Avenue Park, 2 hours ago",,Renovated,,Patrick Keyonzo,4 y 9 m on Jiji
